movie_code,week,sales,audience,screens
1000206,3,501868511,50377,5527
1000207,3,507333870,52404,2666
1000208,3,708481932,89633,2773
1000209,3,1328269714,168534,4121
1000210,3,517350000,51333,4871
1000211,3,910490881,105065,5559
1000212,3,413451160,44117,3471
1000213,3,1322174500,157498,2741
1000214,3,321037338,40824,3142
1000215,3,731886572,87670,3888
1000216,3,862511977,103337,5717
1000217,3,316703540,33540,3977
1000218,3,484011366,48817,4217
1000219,3,697718687,87228,2646
1000220,3,693986309,90596,1412
1000221,3,93945000,10903,409
1000222,3,373518571,36811,4588
1000223,3,358265730,36434,4243
1000224,3,1091750370,141213,2936
1000225,3,1090877840,136557,1875
1000226,3,778547050,88857,3838
1000227,3,1592947906,187447,3140
1000228,3,361825057,35189,3575
1000229,3,1124975958,113589,4225
1000230,3,485576341,47742,3676
1000231,3,455513390,45803,4336
1000232,3,247281000,27872,4018
1000233,3,371761882,39011,4264
1000234,3,602169279,76361,2613
1000235,3,557066860,59364,3910
1000236,3,555300,74,19
1000237,3,809960600,103199,1837
1000238,3,593749474,69096,4614
1000239,3,1437988059,181557,2842
1000240,3,791758200,89069,3634
1000241,3,693724105,85851,3419
1000242,3,1056872300,137492,1848
1000243,3,527809890,66867,1931
1000244,3,332919080,31456,3715
1000245,3,804602701,93286,6409
1000246,3,567316750,68894,1464
1000247,3,596478669,71942,2765
1000248,3,447567970,46599,4108
1000249,3,542380727,60163,2190
1000250,3,921076650,117772,1635
1000251,3,622255030,66835,4424
1000252,3,946283908,125500,2678
1000253,3,838586500,106949,2420
1000254,3,434048958,44701,4363
1000255,3,531728160,59010,4582
1000256,3,473423224,59772,2169
1000257,3,473317230,50834,5767
1000258,3,907316945,106137,2507
1000259,3,530240115,60971,3039
1000260,3,519928920,50072,4909
1000261,3,913962805,111188,2645
1000262,3,588304980,68868,3439
1000263,3,710463490,79715,2579
1000264,3,361455162,44942,2170
1000265,3,209496890,21622,4356
1000266,3,364431935,38369,2304
1000267,3,584212888,70271,
1000268,3,508776497,48341,3615
1000269,3,789702600,93916,2119
1000270,3,9000,4,4
1000271,3,952196200,100872,5504
1000272,3,522071718,48798,4873
1000273,3,424124758,57470,2631
1000274,3,1014521529,127138,3522
1000275,3,425794972,43319,3640
1000276,3,453170643,55598,2132
1000277,3,639115200,79513,2018
1000278,3,502701616,54233,5541
1000279,3,785610246,85021,2540
1000280,3,1153061953,145065,2319
1000281,3,140596400,18191,1266
1000282,3,207141407,22458,2395
1000283,3,825505256,111867,2006
1000284,3,475269640,54820,2689
1000285,3,818608850,91869,4724
1000286,3,1056856870,134911,1814
1000287,3,957361134,128083,2314
1000288,3,338640841,34834,3505
1000289,3,128684350,18039,647
1000290,3,456902728,46922,1607
1000291,3,300536090,32087,3648
1000292,3,963874612,118950,
1000293,3,68836596,7301,662
1000294,3,629945427,75954,2052
1000295,3,221633370,23965,3006
1000296,3,334912586,33979,3476
1000297,3,339686842,34466,4320
1000298,3,472258963,57164,3227
1000299,3,411542353,52002,3523
1000300,3,384841700,45057,2885
1000301,3,780123440,93390,2633
1000302,3,457970463,53633,2833
1000303,3,273529199,27877,3004
1000304,3,282705040,28777,4447
1000305,3,290407244,29270,3393
1000306,3,269488814,28341,3031
1000307,3,338076300,36922,1796
1000308,3,241683560,26694,3977
1000309,3,904891873,108423,2782
1000310,3,561364927,67742,2253
1000311,3,310020476,31223,1735
1000312,3,292083150,31058,3153
1000313,3,694312680,70740,5328
1000314,3,529505824,66163,1649
1000315,3,368779210,47817,1497
1000316,3,729461020,79817,4392
1000317,3,513864416,68836,2127
1000318,3,69048123,8531,723
1000319,3,260720371,33754,2488
1000320,3,382474618,39191,2650
1000321,3,403432000,55258,804
1000322,3,781831500,94370,2354
1000323,3,692575000,80692,1770
1000324,3,312052540,39589,2487
1000325,3,709127791,88403,1893
1000326,3,379787874,46591,
1000327,3,680604856,84900,1854
1000328,3,304962845,38542,2452
1000329,3,336022913,41698,2228
1000330,3,505760600,67186,1327
1000331,3,325220000,43845,935
1000332,3,341599060,41949,2320
1000333,3,465890863,56050,1595
1000334,3,131599480,15423,1284
1000335,3,289941210,27411,2471
1000336,3,872894780,110957,2189
1000337,3,,,
1000338,3,174473920,19357,2947
1000339,3,157531880,17264,3410
1000340,3,482533344,47792,3116
1000341,3,708074189,86992,2402
1000342,3,661511386,83246,2903
1000343,3,307503520,33775,1409
1000344,3,266252037,33849,1727
1000345,3,628673759,78068,2851
1000346,3,232541530,25123,2978
1000347,3,330495563,43565,2229
1000348,3,199915400,26492,1921
1000349,3,163543110,18790,3642
1000350,3,657216800,83336,2486
1000351,3,234407000,30549,1644
1000352,3,216457440,23909,2732
1000353,3,333300821,39873,2219
1000354,3,305605858,38467,2605
1000355,3,525626300,61237,533
1000356,3,245454740,27637,2830
1000357,3,618201228,78064,1935
1000358,3,471548645,55812,1936
1000359,3,282776370,34492,1789
1000360,3,210983868,25042,2469
1000361,3,609984164,74141,3070
1000362,3,194879601,19661,3214
1000363,3,369180470,41609,2834
1000364,3,258459897,26901,3138
1000365,3,486871781,58643,2833
1000366,3,347972830,44259,1739
1000367,3,166067799,17685,2810
1000368,3,247237520,28466,2217
1000369,3,319529500,40590,1486
1000370,3,243139273,26097,2451
1000371,3,202927160,25859,2368
1000372,3,182114500,20647,877
1000373,3,246452700,29867,1106
1000374,3,348474357,36012,2197
1000375,3,247429553,27478,2910
1000376,3,293390847,39975,2327
1000377,3,140340544,14149,2454
1000378,3,401494520,41540,2286
1000379,3,52368297,5613,610
1000380,3,387848400,40363,3287
1000381,3,437056700,57278,974
1000382,3,325511411,33502,2353
1000383,3,190330200,25279,481
1000384,3,550217800,65545,1456
1000385,3,251100141,29956,2004
1000386,3,442132256,51512,2083
1000387,3,308347900,33649,917
1000388,3,388308900,43373,1284
1000389,3,469104778,55584,2931
1000390,3,205149130,21990,3317
1000391,3,197488800,23166,1559
1000392,3,387009520,39956,2832
1000393,3,175119342,17389,2968
1000394,3,226586440,27619,1947
1000395,3,75373740,8149,1301
1000396,3,142319650,17227,1451
1000397,3,192769600,22959,1417
1000398,3,363182284,43494,1363
1000399,3,160984700,15339,745
1000400,3,52913000,1537,124
1000401,3,417161500,44621,3073
1000402,3,287049571,33759,1193
1000403,3,135639610,13272,2765
1000404,3,108000,20,4
1000405,3,144228862,19805,1421
1000406,3,188908303,22038,2356
1000407,3,124445770,14254,2292
1000408,3,274534904,27922,3133
1000409,3,216908750,24374,2001
1000410,3,128164974,13116,816
1000411,3,176216937,19826,2566
1000412,3,255784350,27088,2644
1000413,3,326323700,41273,1257
1000414,3,208042580,24376,596
1000415,3,184837560,21450,2404
1000416,3,100998750,13236,1175
1000417,3,255961550,25415,2536
1000418,3,306465170,34450,2150
1000419,3,142595500,16136,875
1000420,3,295987110,35351,1603
1000421,3,177285878,22888,1072
1000422,3,144804361,18851,1992
1000423,3,93945183,10433,1284
1000424,3,189500,23,2
1000425,3,304255235,33511,2370
1000426,3,110328230,12027,2065
1000427,3,144330834,15626,495
1000428,3,255491300,34844,1008
1000429,3,147902786,17813,943
1000430,3,287146100,35653,1550
1000431,3,21487400,2718,332
1000432,3,231936263,28714,1926
1000433,3,227135200,27216,1511
1000434,3,201904200,25599,474
1000435,3,132797440,14921,735
1000436,3,111443450,10708,903
1000437,3,127525000,14482,995
1000438,3,120965806,13573,1387
1000439,3,197122401,24062,1210
1000440,3,109708762,13350,1261
1000441,3,60144500,2406,309
1000442,3,34866794,3873,390
1000443,3,115094382,14784,1594
1000444,3,136436100,16466,1483
1000445,3,75335599,7714,1159
1000446,3,196168700,24276,799
1000447,3,134836230,14569,2194
1000448,3,200365200,29735,644
1000449,3,222931920,25303,2994
1000450,3,127866680,15324,2910
1000451,3,169675172,19150,744
1000452,3,72323100,8238,1250
1000453,3,136495700,18216,515
1000454,3,81530760,8876,1798
1000455,3,142387260,16540,1633
1000456,3,71060700,8289,545
1000457,3,163018700,16687,2030
1000458,3,67117800,7804,1308
1000459,3,86713920,9351,1535
1000460,3,118610875,11585,1630
1000461,3,145368740,17669,1236
1000462,3,46914680,5731,828
1000463,3,99199251,12099,1360
1000464,3,202381404,26989,1020
1000465,3,174112600,23302,692
1000466,3,78813260,9194,1068
1000467,3,130506041,16525,1270
1000468,3,64027550,6570,1269
1000469,3,162003500,21958,528
1000470,3,32556100,4159,87
1000471,3,20002200,1755,92
1000472,3,63347100,7575,1569
1000473,3,,,
1000474,3,79799846,8877,1183
1000475,3,70613893,6957,1998
1000476,3,41686988,4564,345
1000477,3,67211900,8583,742
1000478,3,92253666,11365,835
1000479,3,119000380,15304,806
1000480,3,74460760,7232,533
1000481,3,147264000,16151,681
1000482,3,,,
1000483,3,112856500,13498,808
1000484,3,65081300,7782,506
1000485,3,110642900,13195,691
1000486,3,167969100,22284,860
1000487,3,99328200,13403,489
1000488,3,41941000,2628,214
1000489,3,127793200,16093,407
1000490,3,64772560,7972,535
1000491,3,54091800,6322,149
1000492,3,57902253,7029,1145
1000493,3,68752825,7957,1287
1000494,3,99963700,12015,932
1000495,3,4147400,536,132
1000496,3,80704500,10519,430
1000497,3,36484129,4054,
1000498,3,44945847,4783,1343
1000499,3,112419050,14058,424
1000500,3,42339900,5151,497
1000501,3,79637000,10422,
1000502,3,34787700,4365,64
1000503,3,,,
1000504,3,50470000,6514,942
1000505,3,48658200,5872,1239
1000506,3,42659700,5883,931
1000507,3,40356100,4519,550
1000508,3,42340456,4672,610
1000509,3,38952500,4749,339
1000510,3,48135000,6092,799
1000511,3,58400600,7289,677
1000512,3,63963500,7436,994
1000513,3,42324700,4493,277
1000514,3,28882000,2762,260
1000515,3,35665100,5399,560
1000516,3,57810200,7468,585
1000517,3,,,
1000518,3,28459500,3429,564
1000519,3,45093610,4901,
1000520,3,37649500,4608,916
1000521,3,20229346,1917,85
1000522,3,35422700,5858,354
1000523,3,74476700,9552,834
1000524,3,52318230,6871,367
1000525,3,44951600,5494,724
1000526,3,27546910,3240,705
1000527,3,43757620,4738,539
1000528,3,28532696,3562,457
1000529,3,14728000,642,161
1000530,3,35898850,4071,318
1000531,3,30302840,3411,352
1000532,3,22724900,2195,383
1000533,3,,,
1000534,3,17146900,2257,403
1000535,3,23800980,2637,464
1000536,3,40284000,10071,439
1000537,3,,,
1000538,3,16289700,2126,399
1000539,3,,,
1000540,3,33657000,2902,395
1000541,3,44533800,5634,219
1000542,3,16718596,1736,336
1000543,3,9932700,1414,238
1000544,3,12759500,2022,163
1000545,3,11895600,1683,
1000546,3,16007200,2541,259
1000547,3,33070300,4553,297
1000548,3,,,
1000549,3,14546673,1579,160
1000550,3,,,
1000551,3,4037500,465,132
1000552,3,12484330,1393,277
1000553,3,29665600,3379,180
1000554,3,26254500,3208,435
1000555,3,10371400,1086,320
1000556,3,5496500,652,116
1000557,3,31013200,3862,375
1000558,3,2940000,196,29
1000559,3,12159500,1238,391
1000560,3,13528800,1674,100
1000561,3,20268900,2406,190
1000562,3,13376797,1354,152
1000563,3,15415800,1588,346
1000564,3,9338900,1459,126
1000565,3,6258000,598,45
1000566,3,17631977,2176,401
1000567,3,14396600,1495,56
1000568,3,,,
1000569,3,15030400,2003,372
1000570,3,23911096,2521,277
1000571,3,,,
1000572,3,26491300,3605,158
1000573,3,6738000,873,110
1000574,3,2125000,125,9
1000575,3,,,
1000576,3,8959916,831,
1000577,3,138000,19,11
1000578,3,9283000,1385,31
1000579,3,7565400,844,86
1000580,3,,,
1000581,3,2680500,262,61
1000582,3,2551800,307,59
1000583,3,3649000,617,35
1000584,3,624000,104,1
1000585,3,2697500,496,50
1000586,3,699000,70,22
1000587,3,4334092,444,186
1000588,3,4856000,539,200
1000589,3,5681000,740,170
1000590,3,4437500,522,93
1000591,3,8217200,1160,68
1000592,3,4149000,593,37
1000593,3,4351617,474,138
1000594,3,5760500,786,157
1000595,3,4736000,608,135
1000596,3,5646230,661,183
1000597,3,4301600,528,56
1000598,3,4864328,558,79
1000599,3,2360850,276,39
1000600,3,1329500,148,24
1000601,3,7223790,800,130
1000602,3,3494900,312,27
1000603,3,2155200,288,6
1000604,3,2492600,305,12
1000605,3,4670500,531,155
1000606,3,4936100,554,143
1000607,3,4764100,591,93
1000608,3,1570600,169,52
1000609,3,,,
1000610,3,3562350,469,87
1000611,3,3148517,511,32
1000612,3,1465600,196,16
1000613,3,1977150,232,49
1000614,3,902400,80,8
1000615,3,3646850,266,10
1000616,3,1957800,185,56
1000617,3,3560200,323,50
1000618,3,1842220,277,34
1000619,3,,,
1000620,3,3693000,389,137
1000621,3,2083740,266,33
1000622,3,4037500,467,125
1000623,3,2430500,277,84
1000624,3,,,
1000625,3,,,
1000626,3,2545100,327,63
1000627,3,,,
1000628,3,,,
1000629,3,,,
1000630,3,617400,51,5
1000631,3,2075900,335,21
1000632,3,2144000,234,53
1000633,3,,,
1000634,3,2215000,293,58
1000635,3,,,
1000636,3,1251000,183,3
1000637,3,5999500,400,16
1000638,3,,,
1000639,3,1700900,276,20
1000640,3,4590400,516,32
1000641,3,810910,136,19
1000642,3,620000,89,3
1000643,3,2351700,272,62
1000644,3,2717260,319,69
1000645,3,2076000,213,61
1000646,3,1193000,194,18
1000647,3,1116728,125,59
1000648,3,1080000,219,5
1000649,3,,,
1000650,3,653800,60,27
1000651,3,544100,54,24
1000652,3,1007160,140,48
1000653,3,1207000,133,65
1000654,3,665500,83,19
1000655,3,,,
1000656,3,530000,109,3
1000657,3,745000,106,41
1000658,3,,,
1000659,3,577200,64,22
1000660,3,435000,29,11
1000662,3,1188600,151,13
1000663,3,296000,32,14
1000664,3,,,
1000665,3,330000,70,2
1000666,3,,,
1000667,3,,,
1000668,3,95000,8,3
1000669,3,744000,80,29
1000670,3,680000,122,5
1000671,3,41000,8,6
1000672,3,467000,39,16
1000673,3,246000,35,4
1000674,3,40000,10,1
1000675,3,155000,19,2
1000676,3,5000,1,1
1000677,3,12000,2,1
1000678,3,643300,80,21
1000679,3,431000,43,6
1000680,3,125000,25,5
1000681,3,476300,49,24
1000682,3,175000,21,3
1000683,3,,,
1000684,3,59000,7,5
1000685,3,,,
1000686,3,131000,16,7
1000687,3,,,
1000688,3,,,
1000001,4,8915603012,995406,10462
1000002,4,9826541209,1232529,7605
1000003,4,11053323700,1037004,14029
1000004,4,5863902860,594436,9641
1000005,4,8037759271,968372,8426
1000006,4,8041374368,819842,9262
1000007,4,3544494287,442930,4760
1000008,4,12025513637,1219038,17616
1000009,4,5744084405,715334,5332
1000010,4,11879460521,1162564,14702
1000011,4,12779805288,1466225,11159
1000012,4,7661827113,949186,7377
1000013,4,9280365401,1123443,8699
1000014,4,10904532450,1282013,10300
1000015,4,8706733270,994607,9820
1000016,4,7014768985,791266,8436
1000017,4,7653425043,944998,8632
1000018,4,7125431897,660355,10335
1000019,4,7474650412,764681,14021
1000020,4,7581873838,713384,11441
1000021,4,6865704350,778099,9625
1000022,4,3769567017,479385,4028
1000023,4,2810573092,333625,4221
1000024,4,2534235000,343558,3070
1000025,4,5593638839,661311,6967
1000026,4,3382193246,422443,5177
1000027,4,4075364307,487098,
1000028,4,7874891609,918759,7383
1000029,4,5653148919,675023,4956
1000030,4,4078858500,488052,5262
1000031,4,5895612500,694091,5881
1000032,4,2764014054,333298,3460
1000033,4,5593196400,661819,6369
1000034,4,5741071923,691478,5574
1000035,4,8437357914,1016790,10815
1000036,4,4805556653,473849,9176
1000037,4,4415344655,543047,6948
1000038,4,3861432870,433290,5598
1000039,4,3470083002,437118,4461
1000040,4,4474504336,441115,7419
1000041,4,4158383904,394402,7040
1000042,4,4233013731,474745,6631
1000043,4,3738631015,446343,3811
1000044,4,4234950932,517559,5422
1000045,4,4490105729,524841,6092
1000046,4,1967322200,219564,5623
1000047,4,4176557672,441577,9561
1000048,4,5051345741,566483,5397
1000049,4,4523882400,551505,5965
1000050,4,6413286040,693992,9054
1000051,4,5017737807,566524,6367
1000052,4,6744945562,756981,7268
1000053,4,5104985450,565773,11110
1000054,4,4517090691,450903,7828
1000055,4,3734861514,447707,5448
1000056,4,4689844200,563824,6152
1000057,4,4147100927,481442,5457
1000058,4,2150823370,210973,7247
1000059,4,4663226260,516522,13763
1000060,4,2681554436,260517,6978
1000061,4,2538576441,245316,4341
1000062,4,2830420981,338753,3847
1000063,4,3913018050,474990,
1000064,4,2069516250,218560,4251
1000065,4,4731723954,582294,5466
1000066,4,3781021791,427163,6302
1000067,4,2966479060,330915,7844
1000068,4,3097021662,381300,5125
1000069,4,4125064120,454993,6571
1000070,4,4347824286,480709,
1000071,4,2986300500,356481,4006
1000072,4,2501054290,281850,4722
1000073,4,2185637448,259762,3490
1000074,4,2455873351,312202,3222
1000075,4,9668200,1146,127
1000076,4,2743779931,301612,4828
1000077,4,1698652000,208827,3268
1000078,4,2578455044,288726,5044
1000079,4,1882760570,196103,9378
1000080,4,1999592600,243340,5987
1000081,4,2160063360,247282,5303
1000082,4,2112418912,222064,5215
1000083,4,3170344300,369870,4772
1000084,4,2851905264,322741,5132
1000085,4,2472522300,280112,4344
1000086,4,2826752303,358084,5165
1000087,4,2621334962,318215,
1000088,4,2979945000,363234,4841
1000089,4,1669597700,207546,3215
1000090,4,2966536796,334388,4337
1000091,4,3452613511,423340,5360
1000092,4,2543160540,251728,6879
1000093,4,3105887567,369025,5378
1000094,4,584775879,59576,4309
1000095,4,2403593173,285322,5151
1000096,4,3450057301,324481,6862
1000097,4,2790221740,314343,5422
1000098,4,2452801346,294102,3812
1000099,4,3003851810,327510,4889
1000100,4,3429938471,394406,6501
1000101,4,1778792893,209875,3710
1000102,4,2985432400,356648,4471
1000103,4,3045293226,348834,5685
1000104,4,2006459975,254449,2993
1000105,4,1567142461,148601,4608
1000106,4,2526685800,304233,6430
1000107,4,1385316180,132535,4466
1000108,4,3377255652,368986,5710
1000109,4,2609252599,309045,4454
1000110,4,3013748498,308934,7701
1000111,4,2992398790,334598,6367
1000112,4,2746194244,330776,5812
1000113,4,2440242461,289789,3276
1000114,4,1705050218,163179,5864
1000115,4,2216396800,270739,4291
1000116,4,1560221980,172357,3715
1000117,4,2333504027,272528,3825
1000118,4,642731452,68771,4943
1000119,4,1580043332,195146,3161
1000120,4,1215890329,126946,3560
1000121,4,1886739460,214906,4287
1000122,4,1982344898,223603,3655
1000123,4,2769901483,301170,5030
1000124,4,1472438514,153661,5343
1000125,4,2667855883,321539,3813
1000126,4,,,
1000127,4,2751630973,253707,6967
1000128,4,2644122800,294255,9221
1000129,4,1892715850,186220,5753
1000130,4,2058981647,228498,3516
1000131,4,1932705905,219180,4088
1000132,4,2306021718,282070,3360
1000133,4,1570023980,177390,5277
1000134,4,2426214140,273510,9751
1000135,4,1736580900,209858,3503
1000136,4,1349812500,177437,2209
1000137,4,979307590,98120,5255
1000138,4,2264747904,251466,4399
1000139,4,1018000570,113993,6714
1000140,4,1700379550,178547,7205
1000141,4,1659278724,165106,
1000142,4,2023303089,206416,5770
1000143,4,1794178850,203308,4070
1000144,4,1700606600,209098,3967
1000145,4,1470319464,185048,3157
1000146,4,455759215,46163,2331
1000147,4,1301183000,161491,3183
1000148,4,2643350100,295422,6747
1000149,4,2075278395,233039,4673
1000150,4,2351194760,270840,5890
1000151,4,2028220706,233867,4553
1000152,4,1674007453,202606,5254
1000153,4,2334859780,224086,6554
1000154,4,1259316220,126662,6996
1000155,4,1858130400,230545,3930
1000156,4,1444668963,190219,2765
1000157,4,1235052383,141390,3254
1000158,4,1281909044,151207,2341
1000159,4,1292433216,154014,3950
1000160,4,1257268950,146784,2746
1000161,4,950155777,98654,3452
1000162,4,1368396900,182612,2755
1000163,4,1866501464,263245,2962
1000164,4,1868293700,225890,4211
1000165,4,1431820242,171697,3056
1000166,4,1993410706,236581,3535
1000167,4,1545029700,183941,3057
1000168,4,2150664580,228045,6327
1000169,4,1094507699,121522,3617
1000170,4,2087752273,244541,4451
1000171,4,1789695420,198935,6505
1000172,4,536220036,52840,4494
1000173,4,1670382552,164596,5328
1000174,4,1878100468,222771,3910
1000175,4,1301664153,157883,3505
1000176,4,2011128527,240988,5675
1000177,4,1726715862,207151,4736
1000178,4,1511647500,183311,2700
1000179,4,1502117100,169207,4955
1000180,4,2138136630,245755,5968
1000181,4,2084871818,240835,4021
1000182,4,1374510700,163789,2894
1000183,4,983277413,113329,3652
1000184,4,1752924474,176764,4066
1000185,4,1288823000,151449,2688
1000186,4,1235989060,145976,3631
1000187,4,1382875900,161658,4658
1000188,4,1092848670,126181,3142
1000189,4,1458082092,151911,5232
1000190,4,648677347,75687,3701
1000191,4,1315627233,155475,3466
1000192,4,1441668512,145404,5069
1000193,4,1633886590,181981,3378
1000194,4,1037758570,105519,4837
1000195,4,1507498700,179441,
1000196,4,1328437500,166084,3002
1000197,4,1272105300,151096,3010
1000198,4,1583439601,187100,3883
1000199,4,543972642,68852,1206
1000200,4,1414804601,137858,4516
1000201,4,1128545900,142343,3269
1000202,4,1223956800,141602,3067
1000203,4,865013400,110839,3343
1000204,4,1094539100,135450,2523
1000205,4,1395073870,131923,5140
1000206,4,927485030,89931,5568
1000207,4,280725670,29417,2665
1000208,4,1551089022,190672,3282
1000209,4,1166565700,146119,3891
1000210,4,1047236800,100214,5290
1000211,4,1740538822,199415,4850
1000212,4,980526500,103981,4214
1000213,4,1188874000,141712,2648
1000214,4,726595139,88353,2875
1000215,4,1289300573,150449,3846
1000216,4,1716622380,204075,5171
1000217,4,680448620,69605,4446
1000218,4,1126287455,111645,4674
1000219,4,1390044382,172506,2524
1000220,4,622493300,80754,1393
1000221,4,103421200,11988,386
1000222,4,716665965,69253,4734
1000223,4,669067600,66674,4331
1000224,4,1000820800,128071,2856
1000225,4,1079214970,134564,1938
1000226,4,1290564256,145053,3141
1000227,4,1133174900,133817,3023
1000228,4,603734394,57268,3172
1000229,4,331485971,34571,3921
1000230,4,868850567,83427,3350
1000231,4,1054093050,104110,4644
1000232,4,472174050,50538,4417
1000233,4,887199743,90873,4649
1000234,4,1051402158,130316,2609
1000235,4,842064271,88615,3476
1000236,4,521600,75,17
1000237,4,926253700,117326,1771
1000238,4,1451088483,163425,4893
1000239,4,1140226200,142884,2498
1000240,4,907570913,99858,3510
1000241,4,1274123297,153756,3194
1000242,4,1101994400,142336,2036
1000243,4,745605574,92749,1759
1000244,4,608619410,56365,3834
1000245,4,1565342203,177848,6359
1000246,4,592315750,71706,1486
1000247,4,1117016761,131858,3048
1000248,4,833659910,86867,4187
1000249,4,607101250,67207,2238
1000250,4,963244570,122713,1655
1000251,4,948333367,97981,4817
1000252,4,824428700,108796,2576
1000253,4,695222500,89174,2215
1000254,4,894409727,86770,4476
1000255,4,873605400,95554,4620
1000256,4,795600718,99196,1734
1000257,4,859075120,90599,5941
1000258,4,834954900,97428,2407
1000259,4,1031582973,117532,2978
1000260,4,999840730,93371,5209
1000261,4,826423900,100689,2526
1000262,4,1031510630,117414,2895
1000263,4,918868640,101661,2421
1000264,4,684514546,83474,2171
1000265,4,553339630,56313,5132
1000266,4,526035962,53731,2205
1000267,4,1088806627,127520,
1000268,4,778519810,73108,3056
1000269,4,647702700,77511,1975
1000270,4,8000,3,3
1000271,4,838214660,89180,5464
1000272,4,863513635,79096,4420
1000273,4,674674826,85758,2571
1000274,4,846454800,105113,3320
1000275,4,726798814,71019,3973
1000276,4,757863928,90365,2173
1000277,4,936921300,113683,1858
1000278,4,799498877,83261,4970
1000279,4,695648300,74723,2449
1000280,4,681016680,86174,1724
1000281,4,858010750,111639,2487
1000282,4,353004194,37078,1955
1000283,4,784320000,106072,1940
1000284,4,963962750,109996,2727
1000285,4,689756340,78645,4296
1000286,4,752127310,94623,1875
1000287,4,777397700,102953,2227
1000288,4,642039882,64194,3655
1000289,4,166993300,20896,714
1000290,4,461654258,47622,1572
1000291,4,635591660,63540,3756
1000292,4,723451400,88993,
1000293,4,575644294,59835,1171
1000294,4,633643800,76288,2007
1000295,4,503747180,53441,3445
1000296,4,702799371,70094,3572
1000297,4,616387740,59286,4593
1000298,4,798408161,95491,2803
1000299,4,688364914,83476,3061
1000300,4,626703323,71371,2434
1000301,4,703798200,84505,2535
1000302,4,818858399,93877,2799
1000303,4,574826971,56582,2912
1000304,4,673415970,67779,5219
1000305,4,614120548,61072,3553
1000306,4,503842272,50192,2745
1000307,4,673677000,73455,1736
1000308,4,461237510,50150,4607
1000309,4,701621500,84349,2631
1000310,4,436205500,52754,2074
1000311,4,652687821,65417,1920
1000312,4,505410180,52092,3429
1000313,4,555195070,56594,5137
1000314,4,503450300,62830,1595
1000315,4,435392044,55005,1378
1000316,4,615036360,67221,4334
1000317,4,646935601,85501,2228
1000318,4,449171788,49070,1576
1000319,4,572199074,76161,2420
1000320,4,551634755,55358,2415
1000321,4,398616500,54850,774
1000322,4,670432300,81261,2193
1000323,4,661911400,79863,1714
1000324,4,508474590,61346,2155
1000325,4,497455300,61997,1708
1000326,4,550755256,67807,
1000327,4,588195700,73136,1792
1000328,4,544461227,66161,2318
1000329,4,707181120,86002,1908
1000330,4,533624300,70207,1377
1000331,4,621694500,87402,949
1000332,4,620285071,74544,2099
1000333,4,448807700,53619,1488
1000334,4,243916749,26478,1370
1000335,4,532982550,49565,2641
1000336,4,710820230,89477,2160
1000337,4,,,
1000338,4,400898160,42654,3494
1000339,4,475993960,50140,4028
1000340,4,460008853,46659,2882
1000341,4,679910200,82796,2236
1000342,4,551472700,69225,2731
1000343,4,437697210,46544,1126
1000344,4,443513899,55383,1488
1000345,4,584959700,72199,2692
1000346,4,485369406,49936,3123
1000347,4,524764769,67941,2257
1000348,4,283134845,35076,1947
1000349,4,283196770,42524,4184
1000350,4,497638400,63178,2338
1000351,4,396323400,47906,1414
1000352,4,359348020,38808,2376
1000353,4,508710800,60277,1988
1000354,4,545121779,65969,2527
1000355,4,471385200,55130,529
1000356,4,345244890,37915,2378
1000357,4,588202900,73781,1865
1000358,4,448019900,52563,1845
1000359,4,476635370,57846,1596
1000360,4,359842881,41663,2159
1000361,4,509717900,61674,2818
1000362,4,370320172,36396,3336
1000363,4,388280050,43551,2745
1000364,4,422243666,42999,3067
1000365,4,421088600,50584,2691
1000366,4,334664500,42102,1658
1000367,4,383373528,39947,3226
1000368,4,425900200,48630,1790
1000369,4,371043900,46814,1540
1000370,4,433619632,44163,2208
1000371,4,383671930,47395,1903
1000372,4,174813600,19230,831
1000373,4,428638900,52669,1259
1000374,4,425074769,42580,2011
1000375,4,459763175,50105,2676
1000376,4,417005392,53721,2209
1000377,4,322225686,32049,2594
1000378,4,427612620,42418,2125
1000379,4,381291298,39976,1313
1000380,4,350601650,36538,3136
1000381,4,266794500,34744,986
1000382,4,399276150,39357,1829
1000383,4,238704300,31137,515
1000384,4,462565300,54697,1445
1000385,4,418279954,49596,1753
1000386,4,356135200,41340,1954
1000387,4,325621800,35397,928
1000388,4,103855200,12123,1060
1000389,4,362828900,43168,2597
1000390,4,171426940,18325,3155
1000391,4,394269300,46482,1550
1000392,4,308621680,31892,2576
1000393,4,83500189,9113,2357
1000394,4,357223742,42573,1960
1000395,4,266169864,27224,1598
1000396,4,156446000,17202,1330
1000397,4,379919500,45379,1267
1000398,4,362411200,43149,1316
1000399,4,248645600,22940,800
1000400,4,82874000,2444,141
1000401,4,337236220,36437,2992
1000402,4,221547100,26351,1081
1000403,4,267785690,25689,2865
1000404,4,162000,24,3
1000405,4,233880971,31517,1231
1000406,4,326871127,37403,1968
1000407,4,298148100,33577,2815
1000408,4,267468094,26996,2996
1000409,4,311850830,34516,1416
1000410,4,212396812,21920,867
1000411,4,294901025,32698,2052
1000412,4,284057610,30220,2576
1000413,4,278816800,35167,1171
1000414,4,21002860,2433,239
1000415,4,223480200,22061,2160
1000416,4,240895780,30172,1143
1000417,4,121966470,14139,2097
1000418,4,256297040,28850,1989
