movie_code,distributor_name
1000594,TCO(주)더콘텐츠온
1000595,(주)스톰픽쳐스코리아
1000596,(주)스톰픽쳐스코리아
1000596,와이드 릴리즈(주)
1000597,(주)박수엔터테인먼트
1000598,트윈플러스파트너스(주)
1000599,(주)트리플픽쳐스
1000600,씨제이포디플렉스 주식회사
1000601,(주)제이앤씨미디어그룹
1000602,파이오니아21
1000603,(주)피터팬픽쳐스
1000604,(주)지티지그룹
1000604,와이드 릴리즈(주)
1000605,(주)박수엔터테인먼트
1000606,(주)그노스
1000607,롯데쇼핑㈜롯데엔터테인먼트
1000608,(주)드림팩트엔터테인먼트
1000609,씨제이 씨지브이(CJ CGV)(주)
1000610,(주)백그림
1000611,(주)파이브데이
1000612,파이오니아21
1000613,(주)리틀빅픽쳐스
1000614,와이드 릴리즈(주)
1000615,시네마 뉴원
1000616,씨제이 씨지브이(CJ CGV)(주)
1000617,와이드 릴리즈(주)
1000617,(주)제이앤씨미디어그룹
1000618,(주)피터팬픽쳐스
1000619,(주)그노스
1000620,롯데컬처웍스(주)롯데엔터테인먼트
1000621,(주)라온컴퍼니플러스
1000622,(주)제이앤씨미디어그룹
1000623,(주)디스테이션
1000624,씨제이 씨지브이(CJ CGV)(주)
1000625,씨제이 씨지브이(CJ CGV)(주)
1000626,(주)인벤트스톤
1000627,씨제이 씨지브이(CJ CGV)(주)
1000628,(주)쇼박스
1000629,씨제이 씨지브이(CJ CGV)(주)
1000630,와이드 릴리즈(주)
1000631,(주)이놀미디어
1000632,씨지브이 아이스콘
1000632,씨제이포디플렉스 주식회사
1000633,씨지브이 아이스콘
1000634,(주)박수엔터테인먼트
1000635,노바엔터테인먼트
1000636,(주)케이알씨지
1000637,주식회사 넘버쓰리픽쳐스
1000638,(주)도어이앤엠
1000639,(주)라온컴퍼니플러스
1000640,(주)영화사 그램
1000641,(주)그노스
1000642,파이오니아21
1000643,(주)드림팩트엔터테인먼트
1000644,(주)박수엔터테인먼트
1000645,(주)이놀미디어
1000646,와이드 릴리즈(주)
1000647,메가박스중앙(주)
1000648,브릿지웍스 엔터테인먼트(주)
1000649,(주)박수엔터테인먼트
1000650,(주)박수엔터테인먼트
1000651,(주)디스테이션
1000652,(주)영화사오원
1000653,메가박스중앙(주)
1000654,브릿지웍스 엔터테인먼트(주)
1000655,씨제이 씨지브이(CJ CGV)(주)
1000656,노바엔터테인먼트
1000657,씨지브이 아이스콘
1000658,(주)콘텐츠윙
1000659,(주)무비다이브
1000660,씨제이 씨지브이(CJ CGV)(주)
1000662,(주)엣나인필름
1000663,시네마 뉴원
1000664,(주)박수엔터테인먼트
1000665,골든타이드픽처스(주)
1000666,(주)케이알씨지
1000667,씨제이 씨지브이(CJ CGV)(주)
1000668,(주)이놀미디어
1000669,(주)유어스토리블루
1000670,(주)문와쳐
1000671,(주)드림팩트엔터테인먼트
1000672,시네마 뉴원
1000673,(주)피터팬픽쳐스
1000674,어뮤즈
1000675,프로젝트 엔터테인먼트 제작사
1000676,시네마 뉴원
1000677,(주)케이알씨지
1000678,(주)스튜디오후크
1000679,(주)컨택트미디어
1000680,(주)그노스
1000680,(주)다날엔터테인먼트
1000681,와이드 릴리즈(주)
1000681,(주)제이앤씨미디어그룹
1000682,(주)더쿱와이드
1000683,(주)나우콘텐츠
1000684,(주)갤럭시컴퍼니
1000685,마루아트센터(주)
1000686,시네마 뉴원
1000687,(주)드림팩트엔터테인먼트
1000688,(주)제이에이와이이엔터테인먼트
